Unnamed: 0,passResult,offenseFormation,personnelO,personnelD,defendersInBox,dropBackType,pff_playAction,pff_passCoverage,pff_passCoverageType,playDirection
3,I,SHOTGUN,"2 QB, 1 RB, 1 TE, 2 WR","5 DL, 1 LB, 5 DB",7.0,TRADITIONAL,0,Cover-1,Man,right
4,C,SHOTGUN,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",6.0,SCRAMBLE,1,Quarters,Zone,left
5,I,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,0,Cover-1,Man,left
6,C,PISTOL,"2 RB, 1 TE, 2 WR","4 DL, 4 LB, 3 DB",8.0,TRADITIONAL,1,Cover-3,Zone,left
7,S,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",4.0,TRADITIONAL,0,Quarters,Zone,left
8,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-6,Zone,right
9,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",5.0,TRADITIONAL,0,2-Man,Man,right
10,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",4.0,TRADITIONAL,0,Cover-2,Zone,right
11,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 3 LB, 4 DB",6.0,TRADITIONAL,0,Cover-6,Zone,left
12,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",6.0,TRADITIONAL,0,Quarters,Zone,left
13,I,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",6.0,,0,Cover-2,Zone,left
14,C,SHOTGUN,"2 QB, 1 RB, 0 TE, 3 WR","4 DL, 1 LB, 6 DB",6.0,TRADITIONAL,0,Cover-1,Man,right
15,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",5.0,TRADITIONAL,0,Cover-3,Zone,left
16,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 4 LB, 4 DB",7.0,TRADITIONAL,0,Cover-3,Zone,left
17,I,SHOTGUN,"2 RB, 3 TE, 0 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,1,Cover-3,Zone,right
18,I,SINGLEBACK,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",7.0,TRADITIONAL,0,Cover-3,Zone,left
19,I,SINGLEBACK,"1 RB, 2 TE, 2 WR","5 DL, 1 LB, 5 DB",8.0,TRADITIONAL,1,Cover-1,Man,right
20,I,I_FORM,"2 RB, 2 TE, 1 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,1,Cover-3,Zone,right
21,I,SHOTGUN,"2 RB, 1 TE, 2 WR","4 DL, 2 LB, 5 DB",7.0,,0,Cover-1,Man,right
22,C,SINGLEBACK,"1 RB, 3 TE, 1 WR","3 DL, 4 LB, 4 DB",7.0,TRADITIONAL,0,Cover-6,Zone,right
23,I,EMPTY,"1 RB, 2 TE, 2 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-1,Man,right
24,I,SINGLEBACK,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,SCRAMBLE_ROLLOUT_RIGHT,1,Cover-2,Zone,right
25,IN,EMPTY,"2 QB, 2 RB, 1 TE, 1 WR","5 DL, 1 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,right
26,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Quarters,Zone,right
27,I,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Quarters,Zone,right
28,I,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-1,Man,right
29,I,SINGLEBACK,"2 RB, 1 TE, 2 WR","4 DL, 3 LB, 4 DB",8.0,,1,Cover-3,Zone,left
30,I,SHOTGUN,"1 RB, 3 TE, 1 WR","3 DL, 4 LB, 4 DB",7.0,TRADITIONAL,0,Cover-6,Zone,left
31,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,SCRAMBLE,0,2-Man,Man,right
32,R,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",5.0,SCRAMBLE,0,Cover-1,Man,right
33,I,SHOTGUN,"2 RB, 0 TE, 3 WR","1 DL, 4 LB, 6 DB",7.0,,0,Cover-1,Man,right
34,I,EMPTY,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",7.0,SCRAMBLE,0,Cover-3,Zone,right
35,I,SINGLEBACK,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",8.0,TRADITIONAL,1,Cover-3,Zone,left
36,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",6.0,TRADITIONAL,0,Bracket,Other,left
37,C,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",6.0,TRADITIONAL,0,Cover-3,Zone,left
38,I,SINGLEBACK,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",8.0,TRADITIONAL,1,Cover-1,Man,right
39,IN,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,left
40,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 3 LB, 4 DB",7.0,TRADITIONAL,0,Cover-6,Zone,left
41,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-1,Man,right
42,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,SCRAMBLE,0,Cover-2,Zone,right
43,C,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,0,Cover-6,Zone,right
44,C,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",7.0,TRADITIONAL,0,Quarters,Zone,right
45,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",5.0,TRADITIONAL,0,Quarters,Zone,left
46,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,1,Cover-1,Man,left
47,C,SINGLEBACK,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,1,Cover-3,Zone,left
48,I,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",7.0,SCRAMBLE,0,Cover-2,Zone,left
49,C,EMPTY,"1 RB, 3 TE, 1 WR","3 DL, 4 LB, 4 DB",5.0,SCRAMBLE,0,Quarters,Zone,right
50,C,EMPTY,"1 RB, 3 TE, 1 WR","4 DL, 3 LB, 4 DB",5.0,TRADITIONAL,0,Quarters,Zone,left
51,R,SINGLEBACK,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,SCRAMBLE,0,Cover-3,Zone,left
52,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",4.0,,0,Cover-2,Zone,right
53,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,left
54,R,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,SCRAMBLE,1,Cover-3,Zone,right
55,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",5.0,DESIGNED_ROLLOUT_RIGHT,0,Cover-1,Man,left
56,I,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",7.0,TRADITIONAL,0,Cover-3,Zone,right
57,C,PISTOL,"2 RB, 1 TE, 2 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,1,Cover-3,Zone,left
58,I,SHOTGUN,"1 RB, 2 TE, 2 WR","3 DL, 3 LB, 5 DB",8.0,TRADITIONAL,0,Cover-0,Man,left
59,I,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,DESIGNED_ROLLOUT_LEFT,0,Cover-1,Man,left
60,R,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",6.0,SCRAMBLE,1,Quarters,Zone,right
61,S,SINGLEBACK,"1 RB, 3 TE, 1 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,1,Cover-3,Zone,right
62,C,SHOTGUN,"1 RB, 1 TE, 3 WR","1 DL, 4 LB, 6 DB",5.0,TRADITIONAL,0,Cover-3,Zone,right
63,C,SINGLEBACK,"1 RB, 3 TE, 1 WR","4 DL, 3 LB, 4 DB",8.0,TRADITIONAL,1,Cover-1,Man,left
64,C,SINGLEBACK,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,1,Cover-1,Man,right
65,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,0,Cover-1,Man,right
66,C,EMPTY,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,right
67,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",6.0,TRADITIONAL,0,Cover-3,Zone,right
68,I,SINGLEBACK,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,DESIGNED_ROLLOUT_RIGHT,1,Cover-3,Zone,right
69,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",5.0,TRADITIONAL,0,Quarters,Zone,left
70,IN,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,SCRAMBLE,0,Quarters,Zone,right
71,I,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 1 LB, 6 DB",5.0,SCRAMBLE,0,Cover-3,Zone,right
72,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",5.0,SCRAMBLE,0,Cover-3,Zone,left
73,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",5.0,,0,Cover-1,Man,right
74,I,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,0,Cover-3,Zone,right
75,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,left
76,C,EMPTY,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",4.0,TRADITIONAL,0,Cover-3,Zone,right
77,C,EMPTY,"0 RB, 1 TE, 4 WR","1 DL, 4 LB, 6 DB",6.0,TRADITIONAL,0,Cover-1,Man,right
78,I,SINGLEBACK,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",8.0,TRADITIONAL,1,Cover-3,Zone,left
79,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,2-Man,Man,left
80,C,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 2 LB, 7 DB",6.0,TRADITIONAL,0,2-Man,Man,right
81,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-1,Man,left
82,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",7.0,TRADITIONAL,0,Cover-0,Man,right
83,I,I_FORM,"2 RB, 2 TE, 1 WR","3 DL, 4 LB, 4 DB",7.0,TRADITIONAL,0,Cover-6,Zone,right
84,S,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,1,Cover-3,Zone,left
85,I,PISTOL,"2 RB, 1 TE, 2 WR","3 DL, 4 LB, 4 DB",7.0,,1,Cover-1,Man,left
86,C,EMPTY,"2 RB, 1 TE, 2 WR","2 DL, 4 LB, 5 DB",6.0,,0,Cover-1,Man,left
87,C,SHOTGUN,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",6.0,TRADITIONAL,0,Cover-3,Zone,right
88,C,EMPTY,"1 RB, 3 TE, 1 WR","3 DL, 4 LB, 4 DB",7.0,TRADITIONAL,0,Cover-1,Man,right
89,C,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",4.0,TRADITIONAL,0,Cover-3,Zone,left
90,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Quarters,Zone,right
91,I,SHOTGUN,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",6.0,TRADITIONAL,0,Cover-2,Zone,left
92,C,SHOTGUN,"6 OL, 1 RB, 1 TE, 2 WR","3 DL, 4 LB, 4 DB",7.0,,1,Cover-3,Zone,left
93,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",5.0,TRADITIONAL,0,Cover-3,Zone,left
94,I,SHOTGUN,"2 RB, 1 TE, 2 WR","4 DL, 4 LB, 3 DB",7.0,TRADITIONAL,1,Cover-3,Zone,left
95,C,EMPTY,"0 RB, 1 TE, 4 WR","1 DL, 4 LB, 6 DB",6.0,TRADITIONAL,0,Cover-2,Zone,right
96,I,EMPTY,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",5.0,TRADITIONAL,0,Cover-1,Man,right
97,R,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",5.0,SCRAMBLE,0,Quarters,Zone,right
98,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,1,Cover-3,Zone,left
99,R,I_FORM,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",7.0,SCRAMBLE,1,Cover-2,Zone,left
100,C,SINGLEBACK,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",6.0,TRADITIONAL,1,Quarters,Zone,right
101,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-1,Man,left
102,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",7.0,DESIGNED_ROLLOUT_LEFT,1,Quarters,Zone,right
103,C,EMPTY,"1 RB, 3 TE, 1 WR","3 DL, 4 LB, 4 DB",7.0,TRADITIONAL,1,Cover-3,Zone,right
104,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",7.0,SCRAMBLE,0,Cover-2,Zone,left
105,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Quarters,Zone,left
106,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",7.0,,1,Cover-3,Zone,right
107,I,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",5.0,SCRAMBLE,0,Cover-3,Zone,right
108,C,SINGLEBACK,"1 RB, 3 TE, 1 WR","3 DL, 4 LB, 4 DB",9.0,TRADITIONAL,1,Cover-0,Man,right
109,C,I_FORM,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,left
110,I,SINGLEBACK,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",7.0,TRADITIONAL,1,Cover-0,Man,right
111,I,SINGLEBACK,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",7.0,TRADITIONAL,0,Cover-3,Zone,left
112,C,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-6,Zone,left
113,I,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 1 LB, 6 DB",5.0,TRADITIONAL,0,2-Man,Man,right
114,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,right
115,IN,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-6,Zone,left
116,R,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",7.0,SCRAMBLE,1,Cover-3,Zone,left
117,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",6.0,TRADITIONAL,0,Cover-1,Man,right
118,I,SHOTGUN,"1 RB, 2 TE, 2 WR","2 DL, 4 LB, 5 DB",6.0,,1,Cover-1,Man,left
119,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,1,2-Man,Man,left
120,I,SINGLEBACK,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",8.0,SCRAMBLE_ROLLOUT_RIGHT,1,Cover-3,Zone,left
121,I,EMPTY,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,left
122,I,PISTOL,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Quarters,Zone,left
123,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",8.0,DESIGNED_ROLLOUT_RIGHT,1,Cover-3,Zone,right
124,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",7.0,TRADITIONAL,1,Cover-3,Zone,left
125,R,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,SCRAMBLE,1,Red Zone,Other,left
126,S,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,2-Man,Man,left
127,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-1,Man,right
128,I,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,left
129,I,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Red Zone,Other,left
130,C,SHOTGUN,"2 RB, 1 TE, 2 WR","2 DL, 4 LB, 5 DB",5.0,SCRAMBLE,0,Cover-6,Zone,left
131,C,SHOTGUN,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",7.0,TRADITIONAL,1,Cover-2,Zone,left
132,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,SCRAMBLE,0,Red Zone,Other,left
133,R,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",3.0,SCRAMBLE,0,Quarters,Zone,right
134,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",5.0,TRADITIONAL,0,Cover-1,Man,left
135,I,SHOTGUN,"2 RB, 1 TE, 2 WR","4 DL, 1 LB, 6 DB",6.0,,0,Cover-1,Man,left
136,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",6.0,SCRAMBLE,0,Red Zone,Other,right
137,C,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-1,Man,left
138,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,,0,Cover-1,Man,left
139,C,SHOTGUN,"1 RB, 2 TE, 2 WR","3 DL, 3 LB, 5 DB",7.0,TRADITIONAL,0,Cover-1,Man,right
140,S,SHOTGUN,"6 OL, 1 RB, 1 TE, 2 WR","4 DL, 3 LB, 4 DB",7.0,TRADITIONAL,1,Cover-6,Zone,right
141,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Red Zone,Other,left
142,C,SHOTGUN,"1 RB, 1 TE, 3 WR","1 DL, 4 LB, 6 DB",5.0,TRADITIONAL,0,Cover-3,Zone,right
143,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","3 DL, 3 LB, 5 DB",6.0,DESIGNED_ROLLOUT_RIGHT,1,Cover-3,Zone,left
144,I,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-1,Man,right
145,C,SHOTGUN,"2 RB, 1 TE, 2 WR","4 DL, 3 LB, 4 DB",7.0,TRADITIONAL,1,Cover-3,Zone,left
146,I,SHOTGUN,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",6.0,TRADITIONAL,0,Cover-2,Zone,left
147,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,1,Cover-1,Man,right
148,C,EMPTY,"1 RB, 0 TE, 4 WR","4 DL, 1 LB, 6 DB",4.0,TRADITIONAL,0,Cover-3,Zone,right
149,I,SINGLEBACK,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",8.0,TRADITIONAL,1,Cover-1,Man,left
150,S,SHOTGUN,"2 RB, 1 TE, 2 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-2,Zone,right
151,C,SHOTGUN,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",7.0,DESIGNED_ROLLOUT_RIGHT,1,Quarters,Zone,left
152,C,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",5.0,TRADITIONAL,0,Cover-1,Man,left
153,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,1,Cover-3,Zone,left
154,C,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",5.0,TRADITIONAL,0,Cover-3,Zone,left
155,I,SHOTGUN,"2 RB, 1 TE, 2 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Red Zone,Other,left
156,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",6.0,SCRAMBLE,0,Cover-1,Man,right
157,R,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",6.0,SCRAMBLE,0,Cover-1,Man,left
158,S,SHOTGUN,"1 RB, 2 TE, 2 WR","2 DL, 4 LB, 5 DB",6.0,SCRAMBLE,0,Cover-1,Man,left
159,I,PISTOL,"2 RB, 1 TE, 2 WR","4 DL, 3 LB, 4 DB",7.0,SCRAMBLE_ROLLOUT_RIGHT,0,Quarters,Zone,left
160,R,PISTOL,"2 RB, 1 TE, 2 WR","4 DL, 4 LB, 3 DB",8.0,SCRAMBLE,1,Cover-3,Zone,left
161,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-1,Man,left
162,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Quarters,Zone,left
163,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-1,Man,left
164,I,SINGLEBACK,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,1,Cover-3,Zone,right
165,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,0,Cover-2,Zone,left
166,S,EMPTY,"2 QB, 2 RB, 1 TE, 1 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,right
167,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",7.0,TRADITIONAL,0,Red Zone,Other,left
168,R,SINGLEBACK,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",7.0,SCRAMBLE,0,Cover-2,Zone,left
169,C,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",5.0,TRADITIONAL,0,Cover-1,Man,left
170,C,JUMBO,"6 OL, 2 RB, 2 TE, 0 WR","5 DL, 5 LB, 1 DB",11.0,TRADITIONAL,1,Goal Line,Other,right
171,C,SHOTGUN,"1 RB, 2 TE, 2 WR","3 DL, 3 LB, 5 DB",6.0,TRADITIONAL,0,Cover-2,Zone,left
172,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",7.0,,0,Cover-1,Man,left
173,S,SINGLEBACK,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,1,Cover-3,Zone,right
174,R,PISTOL,"2 RB, 1 TE, 2 WR","4 DL, 2 LB, 5 DB",7.0,SCRAMBLE,1,Cover-3,Zone,left
175,S,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,1,Cover-6,Zone,left
176,C,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",6.0,TRADITIONAL,0,Cover-3,Zone,left
177,C,PISTOL,"2 RB, 1 TE, 2 WR","3 DL, 4 LB, 4 DB",8.0,TRADITIONAL,1,Cover-3,Zone,left
178,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-6,Zone,right
179,S,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,1,Cover-3,Zone,left
180,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,SCRAMBLE,0,Cover-2,Zone,left
181,S,EMPTY,"2 RB, 2 TE, 1 WR","4 DL, 3 LB, 4 DB",5.0,TRADITIONAL,0,Cover-1,Man,left
182,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,0,Cover-1,Man,right
183,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","3 DL, 3 LB, 5 DB",6.0,DESIGNED_ROLLOUT_LEFT,1,Cover-6,Zone,right
184,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,1,Cover-6,Zone,left
185,C,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",4.0,TRADITIONAL,0,Cover-2,Zone,right
186,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,0,Cover-3,Zone,left
187,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",5.0,TRADITIONAL,0,Quarters,Zone,right
188,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",6.0,TRADITIONAL,0,Bracket,Other,left
189,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",5.0,TRADITIONAL,0,Cover-3,Zone,left
190,I,SHOTGUN,"2 RB, 1 TE, 2 WR","4 DL, 4 LB, 3 DB",7.0,TRADITIONAL,0,Cover-3,Zone,right
191,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",7.0,TRADITIONAL,0,Cover-1,Man,left
